Soil_Type,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Fertilizer_Used_Last_Season,Yield_Last_Season,Recommended_Fertilizer
Sandy,Cotton,Sowing,Zaid,Canal,Wheat,North,5.77,23.3,0.22,2.08,151,18,55,13.11,43.86,1425.8,90.11,1.4,DAP
Silt,Maize,Harvest,Kharif,Canal,Rice,Central,6.29,29.2,0.75,0.34,153,68,42,25.77,67.48,2469.99,76.81,7.34,DAP
Silt,Sugarcane,Flowering,Kharif,Drip,Cotton,Central,7.0,41.16,0.97,2.8,104,79,45,19.65,50.12,234.01,241.09,5.5,MOP
Sandy,Cotton,Flowering,Rabi,Canal,Rice,Central,5.09,32.0,0.56,1.61,57,32,26,26.45,79.57,1809.69,120.61,6.1,Urea
Loamy,Tomato,Flowering,Rabi,Drip,Sugarcane,East,5.26,29.62,0.54,1.97,98,26,15,19.96,67.22,684.09,290.87,7.09,DAP
Clay,Cotton,Flowering,Rabi,Rainfed,Maize,North,7.94,38.24,1.08,0.62,152,34,30,15.51,79.96,2283.7,234.71,5.65,DAP
Sandy,Rice,Harvest,Kharif,Drip,Rice,West,5.53,22.09,0.98,0.87,43,47,47,30.18,50.86,592.6,138.29,1.93,Urea
Clay,Cotton,Harvest,Kharif,Canal,Maize,East,6.02,13.95,0.42,0.45,37,12,43,11.15,30.67,659.33,135.75,4.98,Urea
Sandy,Sugarcane,Vegetative,Zaid,Rainfed,Sugarcane,West,7.99,11.22,1.35,0.87,112,76,58,36.86,43.3,319.32,85.32,2.24,Zinc Sulphate
Clay,Tomato,Flowering,Zaid,Canal,Rice,Central,7.15,22.56,1.08,1.53,90,23,70,14.39,78.86,1439.48,228.98,6.7,DAP
Loamy,Potato,Harvest,Rabi,Canal,Potato,Central,5.87,14.58,0.67,2.52,121,19,67,28.45,49.01,2013.14,173.57,3.56,DAP
Loamy,Wheat,Vegetative,Kharif,Sprinkler,Cotton,West,7.23,26.82,1.09,1.65,109,75,85,32.63,49.18,1008.61,255.77,1.72,NPK
Sandy,Rice,Sowing,Rabi,Drip,Rice,South,4.58,48.65,0.35,0.81,91,80,21,12.19,56.98,315.86,118.98,4.29,MOP
Silt,Sugarcane,Sowing,Kharif,Rainfed,Rice,North,7.44,45.81,0.81,0.23,108,23,27,37.1,46.48,2811.41,134.94,4.42,DAP
Clay,Maize,Sowing,Rabi,Drip,Cotton,South,6.45,40.55,0.42,1.9,107,19,71,20.69,78.43,2609.45,169.66,7.6,DAP
Silt,Tomato,Vegetative,Kharif,Drip,Tomato,Central,7.75,52.63,0.25,1.32,152,58,15,39.9,49.3,1495.88,226.65,1.62,MOP
Silt,Tomato,Vegetative,Zaid,Canal,Potato,West,8.32,24.1,0.64,2.95,23,71,86,12.06,66.24,2505.18,265.27,2.72,Urea
Silt,Rice,Flowering,Rabi,Drip,Wheat,East,8.2,54.25,0.4,2.36,156,57,104,31.5,57.06,2443.26,288.53,6.72,Zinc Sulphate
Loamy,Cotton,Harvest,Zaid,Drip,Potato,Central,8.14,29.96,1.02,2.44,74,12,98,14.82,47.24,1772.54,62.07,2.85,DAP
Sandy,Rice,Sowing,Rabi,Rainfed,Sugarcane,Central,6.55,30.04,1.08,0.14,52,56,57,22.08,45.92,1675.09,261.37,7.48,Urea
Sandy,Maize,Vegetative,Rabi,Canal,Wheat,East,5.94,30.27,0.39,2.36,134,69,97,23.3,60.11,2022.87,81.46,3.43,NPK
Loamy,Potato,Sowing,Rabi,Rainfed,Cotton,South,6.36,14.9,0.23,0.66,112,34,115,22.18,42.65,2221.97,295.6,6.82,DAP
Loamy,Wheat,Sowing,Rabi,Drip,Sugarcane,South,7.26,58.77,1.23,1.8,50,16,20,20.13,50.74,2498.26,61.04,5.6,Urea
Sandy,Potato,Sowing,Kharif,Canal,Potato,South,8.04,16.93,0.2,1.4,127,86,42,33.02,32.36,1808.58,128.03,2.87,Zinc Sulphate
Silt,Cotton,Sowing,Kharif,Sprinkler,Maize,Central,5.33,27.04,0.65,1.76,102,48,30,34.6,77.42,2289.49,299.76,4.58,MOP
Clay,Sugarcane,Vegetative,Kharif,Drip,Rice,North,8.17,25.97,0.84,0.49,85,52,112,20.07,32.62,719.76,112.06,3.66,Zinc Sulphate
Clay,Tomato,Sowing,Zaid,Drip,Rice,West,7.76,13.73,1.26,1.42,133,55,33,24.48,82.34,2289.14,263.87,7.38,MOP
Clay,Wheat,Sowing,Kharif,Rainfed,Maize,West,8.42,17.61,1.29,0.21,104,52,64,22.65,32.84,362.8,258.57,7.61,Zinc Sulphate
Silt,Tomato,Flowering,Zaid,Sprinkler,Potato,North,8.02,12.24,1.14,0.22,55,38,58,27.81,80.89,2043.69,116.13,7.98,Urea
Sandy,Potato,Flowering,Zaid,Canal,Wheat,South,5.62,24.62,0.52,2.01,103,75,117,14.51,68.65,2195.01,176.06,7.14,Compost
Loamy,Maize,Harvest,Kharif,Canal,Cotton,West,4.92,53.33,1.14,2.86,127,78,93,34.17,60.36,2909.13,69.21,7.47,Compost
Sandy,Wheat,Sowing,Rabi,Drip,Maize,South,4.95,26.97,0.52,2.35,39,36,18,33.91,38.7,1380.99,84.03,5.46,Urea
Silt,Sugarcane,Flowering,Zaid,Rainfed,Maize,Central,5.66,16.18,0.48,1.46,119,12,104,27.71,45.41,519.34,139.83,4.38,DAP
Loamy,Sugarcane,Sowing,Rabi,Sprinkler,Tomato,North,6.96,42.28,0.91,0.26,65,65,101,32.38,71.41,1136.98,276.48,5.28,Zinc Sulphate
Silt,Rice,Vegetative,Rabi,Drip,Wheat,West,7.72,59.83,1.08,0.23,136,73,47,39.66,60.73,1373.74,215.49,6.91,NPK
Clay,Wheat,Sowing,Zaid,Rainfed,Potato,Central,8.1,21.62,0.27,0.56,37,30,14,37.68,60.86,2355.96,201.09,6.26,Urea
Clay,Rice,Flowering,Rabi,Drip,Sugarcane,North,7.0,23.98,0.28,2.93,116,33,110,28.34,37.99,721.47,288.0,1.57,DAP
Silt,Cotton,Vegetative,Kharif,Drip,Tomato,Central,4.52,58.59,1.22,1.26,53,29,50,25.34,58.51,675.46,244.68,4.83,Urea
Loamy,Maize,Sowing,Rabi,Canal,Sugarcane,Central,5.25,18.94,1.32,2.55,98,61,43,26.04,65.42,815.41,298.6,3.8,Compost
Loamy,Cotton,Vegetative,Kharif,Rainfed,Rice,East,4.9,35.56,0.99,2.14,150,22,83,24.0,37.34,846.62,164.94,2.94,DAP
Sandy,Sugarcane,Sowing,Zaid,Canal,Rice,South,5.95,21.98,0.76,1.86,91,79,105,24.41,88.46,2786.6,98.3,3.52,Zinc Sulphate
Clay,Sugarcane,Flowering,Rabi,Canal,Rice,West,6.51,56.62,1.3,2.85,158,52,110,31.96,79.8,649.01,156.2,3.43,Zinc Sulphate
Sandy,Sugarcane,Vegetative,Zaid,Sprinkler,Rice,Central,4.67,59.08,1.15,0.77,36,87,72,39.76,49.05,1356.39,156.19,2.22,Urea
Sandy,Tomato,Sowing,Kharif,Sprinkler,Rice,Central,5.89,50.73,0.95,1.42,66,46,26,11.36,63.8,1329.22,244.14,4.6,MOP
Silt,Sugarcane,Harvest,Zaid,Canal,Maize,Central,5.22,25.74,0.62,2.61,49,39,62,16.91,63.54,557.21,116.62,7.86,Urea
Silt,Tomato,Flowering,Kharif,Drip,Wheat,North,7.09,30.17,0.46,1.7,155,24,45,16.31,36.4,505.12,182.27,2.96,DAP
Sandy,Wheat,Flowering,Kharif,Canal,Rice,East,6.36,22.12,0.74,0.81,59,84,45,34.99,56.29,2747.42,151.56,2.46,Urea
Clay,Wheat,Vegetative,Rabi,Sprinkler,Potato,West,6.48,54.54,0.57,0.71,95,34,22,22.59,42.47,2541.84,163.53,5.61,DAP
Silt,Tomato,Sowing,Zaid,Sprinkler,Rice,South,6.21,55.73,0.64,2.28,104,47,29,25.75,49.99,2813.04,74.98,2.72,MOP
Sandy,Sugarcane,Vegetative,Kharif,Sprinkler,Wheat,East,8.32,30.94,0.87,0.14,47,52,60,24.07,86.63,1087.95,191.08,6.03,Urea
Sandy,Potato,Flowering,Rabi,Sprinkler,Wheat,North,5.36,42.83,0.42,2.75,78,39,111,35.61,63.08,1674.21,208.47,5.35,DAP
Sandy,Cotton,Harvest,Rabi,Canal,Sugarcane,East,6.57,18.28,1.25,0.15,99,49,92,24.99,34.01,916.17,62.22,7.46,Zinc Sulphate
Sandy,Maize,Vegetative,Zaid,Drip,Potato,North,7.44,31.75,0.39,1.93,93,68,95,30.04,70.34,1297.33,82.5,2.68,NPK
Sandy,Maize,Flowering,Rabi,Drip,Tomato,North,6.73,41.57,0.83,1.85,26,32,25,10.58,89.92,2423.64,67.62,7.0,Urea
Sandy,Potato,Vegetative,Zaid,Drip,Sugarcane,East,8.22,29.27,1.17,1.78,87,53,15,29.57,40.06,1533.56,100.77,5.98,MOP
Silt,Cotton,Flowering,Kharif,Canal,Sugarcane,West,6.01,27.88,0.83,1.48,43,10,84,17.23,70.98,506.87,67.6,4.09,Urea
Clay,Cotton,Flowering,Kharif,Rainfed,Sugarcane,North,6.35,10.05,0.67,2.57,117,87,19,36.01,79.46,208.93,153.33,3.06,MOP
Sandy,Cotton,Flowering,Zaid,Drip,Potato,South,4.85,50.21,0.82,2.01,60,50,40,32.55,80.64,861.2,114.54,2.69,Compost
Loamy,Potato,Sowing,Rabi,Rainfed,Sugarcane,West,6.94,54.47,1.3,2.37,73,71,27,13.28,72.45,712.98,234.8,4.09,MOP
Silt,Maize,Vegetative,Kharif,Drip,Maize,Central,5.65,58.47,1.49,0.44,33,69,105,13.1,84.59,2423.44,282.27,3.4,Urea
Silt,Maize,Flowering,Zaid,Sprinkler,Wheat,West,5.14,45.96,1.02,0.24,68,89,50,18.79,31.93,2066.56,181.93,5.26,Compost
Sandy,Sugarcane,Vegetative,Kharif,Canal,Tomato,Central,6.68,37.44,1.23,0.18,82,19,115,13.77,33.85,2547.26,139.49,3.83,DAP
Silt,Sugarcane,Sowing,Zaid,Canal,Potato,West,6.63,23.46,0.22,0.53,64,82,56,32.21,38.07,1372.54,189.66,2.61,Urea
Sandy,Cotton,Harvest,Kharif,Drip,Wheat,West,4.8,59.96,1.34,2.03,91,87,33,39.6,32.6,1834.18,86.48,6.59,MOP
Clay,Wheat,Harvest,Rabi,Drip,Rice,East,7.29,39.49,1.44,1.53,125,75,119,29.66,37.2,1368.61,251.39,4.1,MOP
Clay,Potato,Vegetative,Zaid,Sprinkler,Wheat,West,7.0,44.06,0.95,2.28,26,66,89,17.47,79.02,819.36,186.38,4.62,Urea
Silt,Wheat,Vegetative,Kharif,Sprinkler,Cotton,West,5.26,44.12,1.18,0.66,22,51,102,26.93,83.79,1966.63,56.45,5.75,Urea
Silt,Rice,Sowing,Zaid,Sprinkler,Sugarcane,East,6.38,52.26,0.87,1.16,107,63,112,34.17,50.16,1288.06,174.36,2.61,Compost
Loamy,Tomato,Vegetative,Kharif,Sprinkler,Cotton,Central,7.38,10.48,0.57,2.68,49,51,98,38.87,87.43,898.12,205.68,3.4,Urea
Silt,Maize,Sowing,Zaid,Drip,Cotton,South,6.62,21.01,1.31,2.81,24,75,113,10.15,55.11,2827.72,86.95,2.54,Urea
Loamy,Wheat,Vegetative,Rabi,Sprinkler,Rice,West,6.08,43.28,0.98,2.77,123,79,98,25.71,40.32,501.88,145.98,5.53,NPK
Clay,Tomato,Sowing,Rabi,Drip,Cotton,Central,5.79,54.76,0.95,2.47,132,20,49,23.6,70.88,2375.03,119.06,7.0,DAP
Clay,Rice,Sowing,Kharif,Drip,Maize,Central,6.94,44.27,1.06,2.1,26,76,54,22.43,55.22,1738.7,171.56,3.84,Urea
Sandy,Maize,Harvest,Kharif,Canal,Tomato,Central,8.26,30.67,1.31,2.75,149,20,92,25.12,31.17,2336.5,168.16,2.28,DAP
Clay,Cotton,Harvest,Kharif,Canal,Potato,East,7.19,28.08,1.15,2.17,159,13,83,22.11,87.98,451.64,269.94,6.29,DAP
Loamy,Cotton,Vegetative,Zaid,Drip,Tomato,South,4.8,46.9,0.47,2.87,47,88,10,20.32,65.87,1293.16,271.17,7.98,Urea
Silt,Sugarcane,Sowing,Rabi,Drip,Cotton,South,6.34,47.06,0.81,0.17,127,88,36,13.44,66.8,2428.9,118.15,2.41,MOP
Sandy,Rice,Vegetative,Zaid,Drip,Sugarcane,Central,8.06,40.35,1.47,2.77,47,58,31,25.0,88.96,2482.22,235.75,2.61,Urea
Loamy,Rice,Flowering,Kharif,Canal,Potato,South,4.88,24.57,0.92,1.71,118,31,37,34.63,80.01,2408.94,83.31,6.48,DAP
Silt,Rice,Harvest,Kharif,Drip,Rice,South,8.46,56.26,1.42,0.42,95,46,57,13.14,51.76,2284.18,142.23,3.54,Zinc Sulphate
Sandy,Rice,Vegetative,Zaid,Canal,Maize,West,8.3,37.59,1.26,0.72,111,19,44,32.15,32.51,1254.47,142.32,6.24,DAP
Clay,Sugarcane,Flowering,Kharif,Sprinkler,Maize,East,4.81,49.52,1.07,2.57,83,29,12,18.03,43.34,2205.34,261.41,3.32,DAP
Loamy,Potato,Sowing,Kharif,Canal,Potato,West,8.23,20.72,0.65,1.57,110,82,47,21.44,51.09,506.42,68.32,6.22,Zinc Sulphate
Silt,Sugarcane,Flowering,Rabi,Rainfed,Rice,East,5.95,27.2,0.6,2.95,136,59,99,39.64,87.62,655.3,178.97,6.04,SSP
Sandy,Cotton,Harvest,Rabi,Drip,Cotton,Central,7.88,53.73,1.04,0.44,156,40,53,30.26,83.32,1711.78,158.53,6.66,Zinc Sulphate
Sandy,Tomato,Sowing,Kharif,Sprinkler,Wheat,North,6.17,12.51,0.76,1.3,69,53,14,31.57,31.29,1738.9,199.06,6.64,MOP
Clay,Tomato,Vegetative,Rabi,Drip,Sugarcane,West,6.26,35.62,1.24,1.06,29,40,83,28.07,89.23,1520.99,267.49,1.5,Urea
Silt,Cotton,Harvest,Zaid,Drip,Cotton,South,7.04,34.09,1.19,1.6,101,84,16,19.67,45.43,2258.0,67.81,5.72,MOP
Clay,Wheat,Harvest,Kharif,Canal,Sugarcane,West,7.6,47.56,0.61,1.94,29,50,103,30.25,76.52,1778.68,295.14,4.05,Urea
Clay,Potato,Harvest,Zaid,Drip,Sugarcane,North,4.64,24.09,1.11,2.02,154,13,98,23.72,37.0,383.96,215.05,6.24,DAP
Silt,Rice,Vegetative,Zaid,Canal,Cotton,North,6.87,20.95,0.84,0.1,123,23,51,34.96,43.22,2684.16,240.96,7.58,DAP
Silt,Tomato,Vegetative,Kharif,Rainfed,Tomato,East,5.25,56.31,0.62,0.36,73,55,107,27.13,60.33,1958.49,149.48,4.01,Compost
Silt,Rice,Flowering,Zaid,Drip,Cotton,South,5.88,38.59,0.74,0.2,89,63,66,33.14,72.22,2707.24,285.59,2.43,Urea
Loamy,Rice,Flowering,Kharif,Drip,Maize,South,5.89,15.23,1.36,2.61,53,42,94,35.46,50.72,1402.63,132.98,5.26,Urea
Silt,Sugarcane,Sowing,Zaid,Canal,Rice,South,6.38,19.65,0.67,1.01,62,39,38,34.63,82.4,205.14,243.41,1.94,DAP
Sandy,Potato,Harvest,Kharif,Drip,Sugarcane,North,5.84,59.94,0.57,1.16,145,18,90,22.06,86.41,2335.52,255.42,2.2,DAP
Clay,Rice,Flowering,Rabi,Canal,Cotton,East,4.93,19.78,0.66,1.41,152,47,72,21.06,37.35,1784.84,221.06,7.67,Compost
Loamy,Rice,Sowing,Zaid,Canal,Tomato,Central,5.08,40.52,0.48,2.56,132,52,45,36.07,73.11,255.04,239.71,1.98,Compost
Silt,Cotton,Vegetative,Kharif,Rainfed,Maize,East,4.63,31.01,0.91,0.14,133,16,49,14.29,37.91,1803.32,86.38,5.24,DAP
Loamy,Wheat,Flowering,Kharif,Rainfed,Potato,Central,6.38,54.28,0.39,0.44,73,49,30,18.38,50.45,2807.03,78.32,6.53,MOP
Silt,Tomato,Sowing,Rabi,Drip,Tomato,North,8.32,47.76,1.26,2.09,157,71,107,13.63,79.17,784.46,189.9,4.42,Zinc Sulphate
Loamy,Tomato,Harvest,Zaid,Sprinkler,Tomato,West,4.96,39.85,0.49,2.9,68,64,62,11.26,50.18,988.9,135.18,6.1,Compost
Clay,Potato,Harvest,Rabi,Canal,Rice,Central,8.29,10.54,0.98,1.96,30,44,25,28.48,84.44,2018.64,265.0,5.02,Urea
Clay,Sugarcane,Flowering,Zaid,Canal,Cotton,West,7.43,53.99,0.36,0.86,157,52,55,37.02,54.69,2498.56,106.14,7.99,SSP
Sandy,Sugarcane,Harvest,Zaid,Canal,Potato,West,7.05,32.23,1.47,1.61,40,20,117,13.88,48.59,1996.86,216.67,1.56,Urea
Sandy,Maize,Flowering,Rabi,Sprinkler,Tomato,East,7.08,56.58,0.79,2.93,148,11,18,33.87,89.35,2080.77,110.98,2.62,DAP
Silt,Rice,Harvest,Rabi,Sprinkler,Tomato,East,7.81,34.78,1.27,1.63,65,88,117,21.38,56.49,1114.75,92.25,5.0,Zinc Sulphate
Clay,Rice,Harvest,Zaid,Canal,Wheat,Central,4.93,44.71,1.2,1.18,126,88,12,28.54,74.46,228.08,98.38,4.58,MOP
Loamy,Rice,Vegetative,Zaid,Canal,Maize,West,6.52,13.46,1.13,1.21,93,14,32,32.91,65.97,2551.61,122.19,1.65,DAP
Loamy,Wheat,Sowing,Zaid,Rainfed,Maize,North,7.29,47.26,1.28,2.9,39,49,22,31.3,42.15,2986.68,255.68,4.84,Urea
Loamy,Rice,Harvest,Rabi,Canal,Sugarcane,East,6.85,26.9,0.33,2.18,40,89,47,14.1,60.02,2625.96,299.32,1.76,Urea
Sandy,Sugarcane,Vegetative,Rabi,Rainfed,Sugarcane,South,7.83,27.57,1.08,2.09,76,55,43,13.46,34.65,1313.01,179.94,5.84,Zinc Sulphate
Loamy,Potato,Sowing,Kharif,Drip,Maize,North,4.79,15.93,0.55,0.77,76,30,103,37.73,72.52,1185.1,80.61,5.57,DAP
Sandy,Cotton,Harvest,Rabi,Drip,Potato,North,7.26,17.34,1.22,1.72,88,18,112,12.38,61.14,2887.63,248.87,1.47,DAP
Sandy,Cotton,Vegetative,Kharif,Rainfed,Cotton,Central,6.64,19.29,1.44,1.13,66,80,35,16.55,37.34,2967.5,79.96,4.27,MOP
Silt,Maize,Flowering,Kharif,Canal,Rice,South,6.02,26.41,1.37,0.8,27,36,41,23.15,76.01,1914.26,111.59,5.98,Urea
Loamy,Wheat,Harvest,Rabi,Canal,Potato,South,5.86,54.6,0.35,2.7,121,26,29,34.63,78.27,1640.51,288.21,6.6,DAP
Loamy,Wheat,Harvest,Zaid,Drip,Wheat,South,6.98,28.41,0.68,1.21,24,75,55,28.08,74.03,1645.76,103.7,1.25,Urea
Clay,Potato,Sowing,Rabi,Drip,Cotton,East,8.06,46.22,0.67,0.92,91,35,111,27.14,49.74,765.06,192.25,4.27,DAP
Silt,Rice,Harvest,Rabi,Sprinkler,Tomato,South,6.48,14.14,0.36,2.8,142,81,64,30.76,73.39,2238.96,276.23,7.91,MOP
Clay,Maize,Vegetative,Kharif,Drip,Wheat,North,7.8,39.55,0.33,0.67,144,54,18,34.06,64.66,678.99,227.91,3.69,MOP
Silt,Cotton,Sowing,Kharif,Canal,Maize,Central,6.11,34.09,0.7,2.26,113,64,112,16.98,62.63,786.93,242.73,4.74,Compost
Loamy,Rice,Sowing,Rabi,Sprinkler,Sugarcane,East,4.91,58.9,1.49,1.99,159,49,60,10.57,68.92,2087.66,112.43,3.09,Compost
Sandy,Wheat,Sowing,Zaid,Drip,Cotton,West,4.75,52.31,0.94,2.77,87,25,66,13.82,67.81,2633.98,259.38,1.39,DAP
Sandy,Rice,Sowing,Zaid,Rainfed,Wheat,South,4.71,32.74,1.01,2.51,157,41,89,14.95,77.95,2064.59,126.06,7.33,Compost
Sandy,Cotton,Harvest,Rabi,Canal,Tomato,East,6.02,48.76,0.81,2.15,67,44,54,11.2,89.16,1529.8,177.06,5.42,DAP
Sandy,Maize,Sowing,Zaid,Rainfed,Sugarcane,Central,5.85,19.65,1.06,1.01,24,73,47,32.43,73.58,2146.67,169.47,4.66,Urea
Sandy,Tomato,Harvest,Zaid,Sprinkler,Cotton,West,7.37,38.12,1.44,1.54,63,73,77,36.55,56.51,1473.95,172.32,6.68,Zinc Sulphate
Clay,Potato,Vegetative,Kharif,Drip,Rice,North,7.47,13.73,0.97,2.84,35,24,21,31.32,57.7,2031.78,253.04,2.03,Urea
Silt,Potato,Harvest,Rabi,Drip,Wheat,South,4.7,27.4,0.28,0.17,142,51,99,15.66,31.76,2385.01,155.18,7.08,Compost
Loamy,Sugarcane,Vegetative,Zaid,Sprinkler,Cotton,South,5.38,21.29,0.84,2.4,42,59,19,28.19,39.59,241.13,258.73,5.27,Urea
Clay,Rice,Vegetative,Rabi,Canal,Sugarcane,Central,5.6,45.95,1.49,0.83,112,41,89,25.62,43.69,813.16,278.08,5.96,NPK
Silt,Potato,Sowing,Kharif,Sprinkler,Maize,East,6.69,34.5,0.7,0.64,130,39,74,34.6,89.42,2168.68,267.42,5.34,DAP
Sandy,Potato,Vegetative,Rabi,Rainfed,Tomato,East,5.08,47.55,0.97,0.77,40,33,21,38.27,75.79,1323.9,279.01,6.76,Urea
Silt,Wheat,Flowering,Zaid,Drip,Rice,West,5.04,35.76,0.34,0.27,149,75,61,32.29,38.49,1662.01,101.12,6.55,Compost
Silt,Maize,Flowering,Kharif,Rainfed,Potato,South,8.28,14.32,0.38,2.98,42,30,60,25.38,59.9,2118.01,242.04,5.0,Urea
Sandy,Potato,Sowing,Rabi,Sprinkler,Sugarcane,Central,7.72,46.77,1.34,2.62,158,51,95,25.33,42.81,1674.26,161.71,6.88,Zinc Sulphate
Sandy,Tomato,Vegetative,Kharif,Canal,Potato,East,5.22,51.66,0.59,1.61,137,89,73,34.23,47.86,2543.42,251.38,6.5,Compost
Sandy,Rice,Harvest,Kharif,Canal,Wheat,South,6.13,55.18,0.6,2.17,142,67,66,13.68,66.27,1261.65,147.31,4.52,DAP
Loamy,Wheat,Harvest,Rabi,Rainfed,Potato,East,5.92,38.6,0.7,1.71,149,11,102,14.6,65.94,2136.97,200.09,1.66,DAP
Sandy,Wheat,Harvest,Rabi,Sprinkler,Wheat,North,7.66,47.68,1.46,2.45,101,25,28,20.31,82.31,1391.1,78.43,7.07,DAP
Loamy,Maize,Flowering,Kharif,Rainfed,Tomato,North,6.54,47.6,0.31,2.55,64,16,39,32.41,39.87,1682.06,178.25,3.63,DAP
Sandy,Wheat,Sowing,Zaid,Drip,Cotton,South,5.01,17.79,1.26,0.78,91,64,101,11.98,59.84,518.47,120.52,6.74,Compost
Loamy,Wheat,Vegetative,Zaid,Drip,Potato,South,7.46,18.21,0.64,1.43,157,24,94,20.33,65.93,2528.14,171.24,6.41,DAP
Silt,Cotton,Vegetative,Kharif,Rainfed,Wheat,South,6.09,13.54,1.3,1.94,110,32,91,19.56,85.83,1095.84,246.78,1.6,DAP
Clay,Tomato,Vegetative,Kharif,Rainfed,Rice,West,5.55,26.0,1.49,2.94,100,78,114,24.57,60.99,1043.38,121.26,2.91,NPK
Silt,Sugarcane,Vegetative,Kharif,Sprinkler,Potato,Central,6.0,33.68,0.65,2.08,40,10,33,23.91,50.44,448.55,250.39,6.79,Urea
Silt,Tomato,Vegetative,Rabi,Canal,Cotton,West,6.49,59.89,0.37,2.7,20,78,35,31.43,47.53,1617.9,252.92,5.08,Urea
Sandy,Maize,Flowering,Zaid,Rainfed,Cotton,North,5.87,31.55,0.39,2.55,153,22,45,28.77,42.97,1370.14,265.25,3.26,DAP
Loamy,Cotton,Harvest,Rabi,Canal,Sugarcane,North,5.47,46.31,1.19,1.79,95,35,116,37.08,87.74,477.03,71.95,2.11,DAP
Clay,Sugarcane,Sowing,Rabi,Canal,Wheat,North,6.09,44.67,0.39,2.69,131,61,65,15.42,66.18,2304.4,51.15,4.03,Urea
Sandy,Potato,Vegetative,Kharif,Sprinkler,Sugarcane,East,4.58,20.22,0.54,1.19,30,22,89,22.96,48.21,385.95,209.16,5.4,Urea
Sandy,Rice,Flowering,Zaid,Sprinkler,Rice,North,7.59,12.93,0.47,1.2,115,64,67,22.0,74.71,606.1,63.14,3.47,DAP
Sandy,Cotton,Harvest,Kharif,Canal,Wheat,North,5.18,37.3,0.66,2.36,39,38,41,13.38,47.36,1489.95,153.25,5.21,Urea
Silt,Potato,Flowering,Zaid,Drip,Potato,East,4.68,45.02,0.3,0.49,40,27,11,14.94,60.23,1201.72,275.68,6.69,Urea
Loamy,Potato,Vegetative,Rabi,Drip,Potato,South,7.11,59.91,1.31,0.99,55,11,82,20.1,31.56,971.44,114.53,2.89,Urea
Loamy,Potato,Sowing,Rabi,Drip,Wheat,Central,7.6,27.93,1.32,1.86,57,36,91,32.04,80.79,1779.0,116.81,1.63,Urea
Clay,Sugarcane,Vegetative,Kharif,Drip,Tomato,East,7.76,54.82,0.74,1.32,75,59,58,14.5,87.39,1668.01,195.81,2.26,NPK
Loamy,Wheat,Vegetative,Zaid,Canal,Potato,West,6.47,29.1,1.0,2.83,110,51,55,17.96,81.95,1410.76,296.29,2.66,NPK
Loamy,Potato,Sowing,Kharif,Canal,Potato,North,5.32,44.47,1.03,2.88,30,76,118,30.29,40.27,2373.31,75.94,1.91,Urea
Sandy,Potato,Flowering,Rabi,Sprinkler,Wheat,Central,7.45,39.91,1.17,1.56,37,19,92,27.9,79.52,1594.86,290.29,3.84,Urea
Sandy,Maize,Harvest,Kharif,Sprinkler,Cotton,East,7.3,12.65,0.88,1.66,100,18,64,13.13,50.82,2940.63,209.63,3.29,DAP
Silt,Cotton,Harvest,Rabi,Rainfed,Potato,East,5.49,13.92,0.86,2.2,117,12,111,38.31,86.18,2445.07,239.62,3.69,DAP
Sandy,Rice,Vegetative,Rabi,Drip,Tomato,Central,8.11,11.04,1.02,1.43,64,47,21,14.44,47.94,498.06,94.47,3.52,MOP
Sandy,Tomato,Vegetative,Zaid,Rainfed,Maize,Central,4.92,28.54,1.11,0.65,145,84,86,11.84,35.36,967.12,199.79,2.74,Compost
Sandy,Cotton,Vegetative,Kharif,Canal,Maize,Central,8.43,47.29,0.65,2.27,78,79,72,19.13,81.18,1700.46,88.76,5.49,Zinc Sulphate
Sandy,Wheat,Harvest,Kharif,Rainfed,Wheat,West,7.94,18.64,0.63,2.24,153,78,44,10.79,37.0,1512.89,171.36,2.69,Zinc Sulphate
Silt,Tomato,Vegetative,Rabi,Rainfed,Rice,North,7.25,40.29,0.55,0.81,62,39,83,10.92,62.49,331.55,156.59,7.52,DAP
Sandy,Maize,Flowering,Rabi,Drip,Sugarcane,East,8.25,24.44,0.91,2.52,113,23,31,27.36,52.56,1678.82,237.96,3.23,DAP
Clay,Cotton,Harvest,Kharif,Sprinkler,Cotton,East,7.39,49.85,0.67,1.88,122,11,19,36.79,75.41,1895.0,142.15,7.67,DAP
Clay,Cotton,Flowering,Zaid,Rainfed,Potato,Central,5.26,49.92,0.9,0.79,36,17,59,22.08,74.93,1497.42,68.67,2.33,Urea
Clay,Wheat,Sowing,Zaid,Canal,Maize,Central,6.27,48.77,0.73,1.99,96,83,44,19.06,76.57,2625.17,286.08,1.6,Urea
Clay,Potato,Flowering,Rabi,Canal,Potato,Central,4.79,36.24,1.29,0.78,136,27,118,37.44,33.8,1758.45,86.25,3.15,DAP
Sandy,Tomato,Harvest,Zaid,Sprinkler,Sugarcane,North,6.06,24.23,0.3,0.87,65,80,25,11.84,81.5,2402.08,145.79,3.26,MOP
